No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Performance (Week),Performance (Month),Performance (Quarter),Performance (Year),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Price,Change,Volume
241,MNOV,"MediciNova, Inc.",Healthcare,Biotechnology,USA,210.04,,1.49%,-11.82%,-8.79%,64.52%,-5.12%,-11.10%,-12.12%,-39.76%,74.86%,36.44,6.12,-1.61%,75752
242,PRTA,Prothena Corporation plc,Healthcare,Biotechnology,Ireland,1634.95,,-12.76%,-10.21%,-11.50%,3.43%,-7.54%,-13.22%,-6.77%,-30.49%,68.05%,34.65,47.39,-6.18%,383500
243,SCMP,"Sucampo Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,546.34,39.6,-12.92%,-22.37%,-8.10%,-8.95%,-14.11%,-18.29%,-4.42%,-32.76%,23.04%,29.58,11.8,-5.60%,1781100
244,XLRN,Acceleron Pharma Inc.,Healthcare,Biotechnology,USA,958.39,,-6.93%,-14.32%,-16.88%,-26.63%,-7.99%,-20.52%,-23.16%,-40.71%,9.04%,30.81,24.72,-3.17%,376200
245,CLSD,"Clearside BioMedical, Inc.",Healthcare,Biotechnology,USA,214.44,,-5.78%,2.68%,-56.30%,,-5.07%,-36.48%,-23.57%,-64.87%,55.93%,30.67,8.81,-4.76%,186000
246,MGNX,"MacroGenics, Inc.",Healthcare,Biotechnology,USA,661.38,,-1.58%,-2.32%,-22.97%,-13.77%,-2.46%,-18.25%,-24.31%,-41.89%,30.39%,36.49,19.35,-4.30%,243600
247,NTLA,Intellia Therapeutics Inc.,Healthcare,Biotechnology,USA,462.61,,-8.25%,-17.74%,2.02%,,-9.17%,-14.09%,-31.42%,-56.84%,10.58%,35.17,13.12,-4.02%,278100
248,NTRA,"Natera, Inc.",Healthcare,Medical Laboratories & Research,USA,516.44,,-15.60%,-15.88%,-9.05%,11.68%,-15.49%,-13.47%,-11.65%,-28.62%,51.07%,25.9,9.85,-7.94%,143015
249,PRGO,Perrigo Company plc,Healthcare,Drug Related Products,Ireland,11028.56,,-10.39%,-8.00%,-11.25%,-46.90%,-8.37%,-9.67%,-18.09%,-49.46%,0.62%,28.81,76.55,-1.61%,1566400
250,GHDX,"Genomic Health, Inc.",Healthcare,Medical Laboratories & Research,USA,933.4,,-3.63%,-9.05%,-3.96%,-5.06%,-5.71%,-8.02%,-0.70%,-17.14%,27.91%,30.74,28.14,-3.79%,126900
251,ABAX,"Abaxis, Inc.",Healthcare,Medical Laboratories & Research,USA,1090.23,31.65,-12.63%,-11.24%,-7.27%,-4.81%,-7.62%,-6.92%,-1.67%,-14.08%,28.82%,36.43,48.07,-2.24%,120400
252,BOLD,"Audentes Therapeutics, Inc.",Healthcare,Biotechnology,USA,339.21,,-11.30%,-12.53%,-13.40%,,-12.02%,-8.52%,-4.03%,-23.96%,20.75%,33.84,15.77,-11.85%,49900
253,MDXG,"MiMedx Group, Inc.",Healthcare,Medical Appliances & Equipment,USA,881.03,46.95,-3.60%,-9.58%,0.12%,-2.46%,-5.34%,-8.56%,0.79%,-17.07%,25.15%,36.66,8.31,-5.25%,834635
254,PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - Major,USA,195029.97,32,-4.21%,-2.32%,-0.86%,7.99%,-2.34%,-0.06%,-3.58%,-12.68%,16.61%,39.78,32.06,-1.41%,31977900
255,RGEN,Repligen Corporation,Healthcare,Biotechnology,USA,1010.73,146.35,-8.13%,-10.11%,1.33%,32.40%,-7.28%,-6.39%,2.39%,-12.77%,48.03%,35.66,29.71,-3.94%,150700
256,ZGNX,"Zogenix, Inc.",Healthcare,Drug Manufacturers - Major,USA,265.86,,-24.31%,-17.52%,7.46%,-8.18%,-21.99%,-19.08%,-4.34%,-29.56%,31.65%,26.83,9.65,-6.76%,344572
257,NEO,"Neogenomics, Inc.",Healthcare,Medical Laboratories & Research,USA,643.43,,-4.22%,-7.09%,13.69%,19.35%,-5.93%,-6.00%,0.60%,-15.07%,52.82%,39.19,8.39,-2.44%,146690
258,NERV,"Minerva Neurosciences, Inc.",Healthcare,Biotechnology,USA,376.13,,-11.34%,-18.59%,-12.05%,124.39%,-11.20%,-13.31%,-0.27%,-30.87%,217.39%,31.29,10.95,-5.60%,147000
259,ARA,"American Renal Associates Holdings, Inc.",Healthcare,Medical Laboratories & Research,USA,630.57,,-6.24%,-6.02%,13.43%,,-6.29%,-6.31%,0.34%,-19.59%,21.23%,39.53,20.44,-0.05%,63784
260,MLAB,"Mesa Laboratories, Inc.",Healthcare,Medical Instruments & Supplies,USA,441.47,39.49,-1.63%,-10.68%,0.71%,42.06%,-5.30%,-6.37%,1.97%,-13.97%,53.30%,38.05,118.04,-0.66%,10766
261,NVCR,NovoCure Limited,Healthcare,Medical Appliances & Equipment,USA,572.68,,-17.50%,-27.87%,-9.96%,-62.90%,-17.88%,-20.41%,-32.70%,-67.49%,10.92%,26.76,6.6,-7.04%,442933
262,NVDQ,Novadaq Technologies Inc.,Healthcare,Medical Laboratories & Research,Canada,371.64,,-13.27%,-13.39%,-37.49%,-44.61%,-11.12%,-18.59%,-35.74%,-53.45%,7.83%,37.24,6.47,-0.92%,410334
263,GILD,Gilead Sciences Inc.,Healthcare,Biotechnology,USA,95114.64,6.67,-5.18%,-5.02%,-0.52%,-19.89%,-2.98%,-2.84%,-10.43%,-28.98%,2.18%,38.69,71.91,-1.59%,11660900
264,JUNO,"Juno Therapeutics, Inc.",Healthcare,Biotechnology,USA,1986.8,,-6.19%,6.71%,-31.83%,-43.63%,-1.49%,-14.47%,-40.09%,-61.63%,8.90%,36.53,19.08,-4.60%,2006400
265,EDGE,"Edge Therapeutics, Inc.",Healthcare,Biotechnology,USA,331.5,,-8.64%,-5.04%,7.92%,3.76%,-9.39%,-5.01%,11.57%,-16.22%,81.50%,35.86,11.31,-3.91%,48448
266,AVDL,Avadel Pharmaceuticals plc,Healthcare,Drug Delivery,France,399.98,31.03,-10.20%,-6.83%,-23.48%,-3.59%,-6.47%,-7.07%,-16.06%,-37.35%,28.04%,39.31,9.68,-3.30%,149200
267,AET,Aetna Inc.,Healthcare,Health Care Plans,USA,42587.92,17.47,-1.54%,-4.24%,10.62%,16.24%,-2.36%,-2.26%,3.44%,-11.15%,32.11%,37.95,121.04,-1.04%,2762400
268,BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major,USA,94608.93,28.03,-5.78%,-3.16%,13.83%,-8.11%,-3.91%,-0.55%,-9.54%,-26.03%,15.54%,39.13,56.28,0.11%,10412800
269,AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,767.88,36.61,-11.28%,-16.95%,-8.28%,34.34%,-13.24%,-15.65%,-4.39%,-24.09%,57.24%,29.2,16.51,-3.73%,833900
270,CNCE,"Concert Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,199.57,,-16.19%,13.05%,1.24%,-44.59%,-10.35%,-4.39%,-17.59%,-47.43%,26.72%,36.03,9.01,-13.94%,185400
271,HRTX,"Heron Therapeutics, Inc.",Healthcare,Drug Manufacturers - Major,USA,503.59,,-4.81%,-5.51%,-17.68%,-43.42%,-3.06%,-14.91%,-27.47%,-49.53%,5.21%,37.86,12.85,-0.39%,630191
272,PFNX,Pfenex Inc.,Healthcare,Biotechnology,USA,176.33,25.57,-20.13%,-17.35%,-12.41%,-15.52%,-18.64%,-18.10%,-11.46%,-32.86%,31.72%,30.86,7.62,-15.52%,158400
273,TRIL,Trillium Therapeutics Inc.,Healthcare,Biotechnology,Canada,43.39,,-7.50%,-6.72%,-62.04%,-33.45%,-4.88%,-20.46%,-46.68%,-68.64%,5.71%,39.52,5.55,-1.77%,62501
274,XNCR,"Xencor, Inc.",Healthcare,Biotechnology,USA,1049.18,24.11,-8.30%,-5.47%,14.71%,87.08%,-10.44%,-7.91%,17.23%,-20.66%,135.69%,37.78,23.31,-10.89%,449100
275,XON,Intrexon Corporation,Healthcare,Biotechnology,USA,2991.56,,-6.25%,-11.99%,-7.27%,-8.74%,-5.00%,-11.57%,-10.69%,-38.52%,33.59%,34.35,24.74,-0.12%,1634500
276,SYRS,"Syros Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,268.19,,-2.10%,-21.56%,-11.62%,,-12.49%,-15.12%,-12.63%,-45.86%,42.65%,37.68,11.64,-1.85%,19800
277,UTMD,"Utah Medical Products, Inc.",Healthcare,Medical Instruments & Supplies,USA,250.6,19.93,-3.48%,-2.27%,12.39%,14.66%,-4.53%,-1.39%,3.18%,-11.13%,22.97%,37.25,66.65,-1.84%,2555
278,OXFD,Oxford Immunotec Global PLC,Healthcare,Diagnostic Substances,United Kingdom,305.79,,-8.47%,-7.90%,5.43%,29.72%,-9.28%,-8.38%,17.28%,-14.97%,73.35%,27.5,13.4,-5.37%,59900
279,RXDX,"Ignyta, Inc.",Healthcare,Biotechnology,USA,210.3,,-9.09%,-15.25%,-10.07%,-51.36%,-9.71%,-14.71%,-17.57%,-57.84%,20.48%,31.77,5,-3.85%,108572
280,NOVN,"Novan, Inc.",Healthcare,Biotechnology,USA,386.94,,-10.77%,-13.82%,20.98%,,-11.66%,-7.49%,-0.56%,-25.73%,66.67%,37.9,22.95,1.15%,77100
281,ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,412.3,,-14.63%,-10.83%,-12.77%,-32.95%,-9.99%,-18.44%,-26.86%,-45.59%,12.45%,36.59,14,-5.41%,204100
282,ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,USA,524.79,,-6.33%,-15.17%,-6.33%,-14.85%,-15.56%,-16.39%,-4.66%,-23.82%,15.63%,20.37,15.54,-3.72%,354483
283,ATRI,Atrion Corporation,Healthcare,Medical Instruments & Supplies,USA,843.02,30.59,-2.89%,-8.60%,9.44%,31.13%,-5.71%,-3.72%,5.62%,-11.27%,33.55%,30.05,463.2,0.48%,8800
284,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Healthcare,Biotechnology,USA,333.1,,-11.45%,-14.53%,-17.69%,562.16%,-12.50%,-4.31%,48.85%,-31.82%,627.72%,34.53,7.35,-2.00%,483300
285,VYGR,"Voyager Therapeutics, Inc.",Healthcare,Biotechnology,USA,309.38,,-3.50%,-16.70%,4.52%,-16.04%,-9.54%,-11.56%,-9.89%,-36.60%,42.49%,37,11.57,-2.85%,127100
286,NSTG,"NanoString Technologies, Inc.",Healthcare,Biotechnology,USA,374.82,,-21.62%,-17.34%,-8.57%,25.75%,-16.24%,-17.36%,3.55%,-23.16%,59.47%,30.21,18.02,-4.86%,204500
287,ICUI,"ICU Medical, Inc.",Healthcare,Medical Instruments & Supplies,USA,2212.6,38.95,-2.07%,-11.20%,-8.46%,37.25%,-6.22%,-7.14%,8.92%,-12.95%,57.49%,35.96,134.75,-1.39%,162200
288,RMTI,"Rockwell Medical, Inc.",Healthcare,Drug Manufacturers - Major,USA,306.77,,-6.59%,-11.97%,-3.97%,-21.06%,-9.66%,-8.50%,-20.72%,-45.09%,63.66%,38.43,5.81,-4.28%,422700
289,NATR,"Nature's Sunshine Products, Inc.",Healthcare,Drugs - Generic,USA,237.23,19.75,-0.77%,-12.54%,-14.57%,44.94%,-9.46%,-9.49%,3.36%,-21.58%,80.42%,30.89,12.9,-0.77%,7932
290,PAVM,PAVmed Inc.,Healthcare,Medical Appliances & Equipment,USA,63.6,,-14.58%,-31.09%,-57.64%,,-22.03%,-37.71%,-54.53%,-66.37%,2.50%,26.22,5.13,-8.65%,7300
291,ENSG,"The Ensign Group, Inc.",Healthcare,Long-Term Care Facilities,USA,1040,23.96,0.68%,-5.22%,5.39%,-1.98%,-4.95%,-3.35%,-0.34%,-12.82%,18.40%,37.61,20.68,-0.53%,160000
292,FPRX,"Five Prime Therapeutics, Inc.",Healthcare,Biotechnology,USA,1387.77,6.18,-8.90%,-4.46%,1.02%,41.31%,-6.26%,-10.90%,-1.03%,-22.09%,69.62%,39.02,47.51,-2.28%,358700
293,IPXL,"Impax Laboratories, Inc.",Healthcare,Drug Manufacturers - Major,USA,905.26,,-7.84%,-3.14%,-43.09%,-68.35%,-7.27%,-12.56%,-50.63%,-69.69%,4.00%,39.76,12.35,-3.89%,1792852
294,ENDP,Endo International plc,Healthcare,Drug Manufacturers - Other,Ireland,3063.22,5.29,-20.35%,-14.80%,-34.19%,-75.12%,-17.54%,-18.87%,-32.09%,-78.62%,4.06%,27.17,13.07,-0.91%,8283400
295,WVE,WAVE Life Sciences Ltd.,Healthcare,Biotechnology,Singapore,629.48,,0.36%,-7.09%,-4.41%,96.71%,-1.29%,-15.25%,14.48%,-31.51%,207.26%,38.96,27.5,-1.96%,42400
296,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,398.3,,-7.41%,-11.50%,8.70%,47.28%,-9.01%,-6.15%,20.17%,-13.04%,100.80%,32.38,10,-3.85%,66100
297,CEMI,"Chembio Diagnostics, Inc.",Healthcare,Diagnostic Substances,USA,75.47,,0.80%,-5.97%,-12.38%,46.51%,-3.96%,-6.67%,-13.29%,-32.98%,56.33%,34.59,6.3,0.00%,14052
298,CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,USA,441.98,,-15.71%,-2.22%,20.35%,26.15%,-10.50%,-4.70%,11.43%,-18.22%,83.33%,37.72,11,-7.17%,315500
299,INO,"Inovio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,499.69,,-7.59%,-3.46%,-21.55%,28.60%,-5.39%,-6.86%,-24.57%,-42.69%,48.89%,34.04,6.7,-4.01%,1276100
300,LCI,"Lannett Company, Inc.",Healthcare,Drugs - Generic,USA,728.24,,-12.72%,-18.88%,-21.33%,-42.70%,-13.67%,-13.20%,-21.40%,-51.11%,16.72%,31.1,19.55,-3.69%,3712614
301,PTGX,"Protagonist Therapeutics, Inc.",Healthcare,Biotechnology,USA,307.12,,-7.01%,-6.51%,-11.60%,,-10.83%,-15.17%,-1.80%,-28.03%,89.32%,30.95,18.97,-2.92%,39500
302,EGLT,Egalet Corporation,Healthcare,Biotechnology,USA,138.57,,-36.28%,-25.52%,-25.21%,-32.41%,-30.83%,-28.07%,-21.73%,-46.60%,23.04%,29.68,5.34,-9.49%,1151500
303,CDTX,"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,USA,160.92,,-5.83%,-4.43%,-2.22%,-23.56%,-7.60%,-7.37%,-14.18%,-39.03%,12.14%,37.78,9.7,-2.51%,73900
304,CW,Curtiss-Wright Corporation,Industrial Goods,Diversified Machinery,USA,4232.65,22.96,-0.58%,-6.31%,11.15%,41.55%,-3.82%,-3.34%,8.56%,-11.15%,53.72%,33.52,95.61,-1.84%,265900
305,RYI,Ryerson Holding Corporation,Industrial Goods,Metal Fabrication,USA,478.59,57.49,-20.37%,-29.97%,14.00%,183.64%,-24.15%,-20.75%,-13.25%,-45.46%,324.90%,28.34,10.75,-4.87%,356000
306,EME,"EMCOR Group, Inc.",Industrial Goods,General Contractors,USA,4023.99,21.42,-0.28%,-5.81%,17.28%,54.57%,-5.04%,-3.30%,18.63%,-8.53%,64.68%,36.66,67.1,-2.70%,235700
307,UFI,"Unifi, Inc.",Industrial Goods,Textile Industrial,USA,544.97,15.75,-2.10%,-9.33%,5.68%,12.94%,-6.00%,-2.73%,10.24%,-11.47%,48.33%,38.3,30.72,-1.03%,44200
308,WTS,"Watts Water Technologies, Inc.",Industrial Goods,Industrial Equipment & Components,USA,2138.58,,-0.62%,-6.86%,2.73%,40.53%,-3.20%,-4.35%,3.72%,-10.20%,43.50%,37.47,63.8,-1.77%,72700
309,BECN,"Beacon Roofing Supply, Inc.",Industrial Goods,General Building Materials,USA,2627.76,29.68,-0.84%,-3.22%,3.19%,19.64%,-5.06%,-4.05%,-1.11%,-10.93%,36.26%,37,43.93,-1.72%,370800
310,DAR,Darling Ingredients Inc.,Industrial Goods,Waste Management,USA,2047.94,13.89,-5.90%,-8.49%,-7.81%,34.65%,-6.72%,-8.84%,-12.86%,-22.91%,57.84%,34.74,12.28,1.07%,1567600
311,LLL,"L3 Technologies, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,11486.78,14.32,-2.79%,-5.98%,0.50%,35.78%,-2.70%,-2.34%,3.15%,-8.22%,43.23%,39.42,148.6,-0.19%,530400
312,RAVN,"Raven Industries, Inc.",Industrial Goods,Diversified Machinery,USA,851.68,93.5,-1.66%,-6.02%,9.30%,68.85%,-5.31%,-3.76%,13.83%,-11.26%,89.31%,39.16,23.75,-2.66%,101900
313,TGI,"Triumph Group, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,1242.21,,-3.05%,-5.91%,5.75%,-21.44%,-5.91%,-7.12%,-19.01%,-36.35%,13.78%,38.79,25.45,-5.57%,827900
314,AZZ,AZZ incorporated,Industrial Goods,Diversified Machinery,USA,1506.4,23.13,1.22%,-8.94%,6.32%,19.27%,-8.03%,-7.34%,-3.78%,-14.34%,24.42%,35.65,58.05,-2.93%,151700
315,CCC,Calgon Carbon Corporation,Industrial Goods,Pollution & Treatment Controls,USA,817.99,30.5,-1.21%,-6.57%,3.91%,7.99%,-5.45%,-4.66%,7.29%,-13.03%,29.55%,38.68,16.35,-2.39%,182200
316,TRR,"TRC Companies, Inc.",Industrial Goods,Waste Management,USA,298.47,,-4.93%,-7.66%,17.54%,18.26%,-8.90%,-2.54%,21.29%,-12.27%,66.67%,39.16,9.65,-5.39%,40520
317,TRS,TriMas Corporation,Industrial Goods,Industrial Equipment & Components,USA,998.55,,-4.38%,-3.74%,24.50%,24.15%,-6.39%,-0.65%,15.37%,-9.34%,48.04%,36.2,21.85,-2.24%,91300
318,NOC,Northrop Grumman Corporation,Industrial Goods,Aerospace/Defense - Major Diversified,USA,40093.67,19.49,-3.11%,-1.56%,4.74%,26.07%,-2.05%,-4.09%,4.28%,-9.65%,32.70%,32.54,228.48,-0.73%,978900
319,AMSC,American Superconductor Corporation,Industrial Goods,Industrial Electrical Equipment,USA,100.81,,0.84%,-9.34%,6.21%,12.36%,-4.00%,-6.77%,-11.92%,-42.56%,35.98%,38.7,7.18,-1.64%,35800
320,AVAV,"AeroVironment, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,591.12,,-2.35%,-7.31%,13.06%,-2.57%,-5.44%,-6.60%,-6.79%,-21.79%,14.49%,34.25,25.37,-1.89%,108000
321,SPR,"Spirit AeroSystems Holdings, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,6727.05,14.59,-5.40%,-5.19%,21.50%,24.38%,-5.84%,-4.00%,14.32%,-9.69%,38.86%,32.57,55.49,-4.51%,1903800
322,WLH,William Lyon Homes,Industrial Goods,Residential Construction,USA,536.58,10.38,-5.08%,-15.87%,-0.88%,41.74%,-12.45%,-13.49%,-1.82%,-23.31%,120.88%,27.11,16.81,-1.93%,411749
323,LYTS,LSI Industries Inc.,Industrial Goods,Industrial Electrical Equipment,USA,224.9,35.76,-1.51%,-6.27%,-13.52%,-12.72%,-6.05%,-5.09%,-14.44%,-31.17%,12.32%,37.58,9.12,-2.25%,48900
324,HOLI,"HollySys Automation Technologies, Ltd.",Industrial Goods,Industrial Electrical Equipment,China,1023.58,9.41,-7.93%,-9.29%,-19.91%,12.95%,-7.87%,-9.61%,-11.84%,-27.03%,14.53%,34.16,17.18,-10.43%,1517505
325,TNC,Tennant Company,Industrial Goods,Diversified Machinery,USA,1175.06,27.21,-5.16%,-7.95%,10.42%,31.70%,-5.58%,-6.73%,9.31%,-12.57%,47.65%,36.5,67.15,-1.83%,55300
326,COL,"Rockwell Collins, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,11771.75,16.28,-2.26%,-3.64%,7.90%,6.15%,-3.38%,-1.44%,3.17%,-7.08%,19.37%,34.95,89.71,-0.24%,1333000
327,AP,Ampco-Pittsburgh Corporation,Industrial Goods,Diversified Machinery,USA,174.32,,-5.69%,-14.65%,38.16%,51.25%,-12.32%,-6.88%,6.09%,-24.00%,65.39%,32.07,14.3,-3.70%,10300
328,TWI,"Titan International, Inc.",Industrial Goods,Farm & Construction Machinery,USA,568.59,,-3.53%,-8.43%,-0.53%,251.31%,-7.59%,-8.08%,21.10%,-14.54%,315.95%,34.72,10.37,-2.08%,240500
329,GNRC,Generac Holdings Inc.,Industrial Goods,Diversified Machinery,USA,2594.94,37.52,-6.30%,-7.57%,5.39%,38.03%,-8.48%,-7.87%,0.17%,-13.58%,43.59%,29.17,37.75,-0.63%,475600
330,PSIX,"Power Solutions International, Inc.",Industrial Goods,Diversified Machinery,USA,81,8.16,7.63%,-30.66%,-27.77%,-42.40%,-12.14%,-28.47%,-41.68%,-63.66%,13.56%,34.1,7.62,1.60%,217489
331,MOG-A,Moog Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,2257.37,18.41,-2.38%,-2.89%,12.65%,21.49%,-3.96%,-4.42%,11.17%,-12.48%,67.75%,37.05,63.93,-3.63%,76500
332,AEGN,Aegion Corporation,Industrial Goods,Heavy Construction,USA,738.41,,-5.43%,-12.16%,17.12%,30.71%,-10.81%,-8.87%,5.69%,-16.79%,35.94%,33.09,21.75,-4.65%,296200
333,AWI,"Armstrong World Industries, Inc.",Industrial Goods,General Building Materials,USA,2155.03,40.91,0.13%,-7.69%,-4.00%,-0.88%,-4.90%,-3.86%,-3.95%,-18.62%,10.24%,37.93,39.6,-0.25%,481900
334,OSIS,"OSI Systems, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,1349.37,88.93,-6.68%,-4.57%,8.24%,-14.39%,-4.67%,-3.67%,12.87%,-15.37%,49.66%,37.79,72.12,-0.33%,259100
335,LNN,Lindsay Corporation,Industrial Goods,Farm & Construction Machinery,USA,790.76,55.7,0.28%,-12.78%,-4.61%,15.96%,-3.42%,-6.75%,1.56%,-17.17%,20.21%,35.13,74.53,-0.37%,65100
336,CFI,"Culp, Inc.",Industrial Goods,Textile Industrial,USA,412.49,22.99,-4.80%,-4.87%,12.95%,42.23%,-6.68%,-1.27%,13.28%,-10.85%,51.67%,35.19,33.7,0.00%,26400
337,XYL,Xylem Inc.,Industrial Goods,Diversified Machinery,USA,8642.26,26.75,-2.37%,-4.69%,-2.25%,48.22%,-3.55%,-5.36%,1.32%,-12.35%,54.36%,28.77,48.2,-1.15%,1228600
338,CIR,"CIRCOR International, Inc.",Industrial Goods,Industrial Equipment & Components,USA,982.5,51.37,-1.36%,-9.98%,14.99%,70.37%,-7.85%,-4.98%,3.70%,-14.16%,82.58%,36,59.69,-4.47%,81400
339,SKY,Skyline Corporation,Industrial Goods,Manufactured Housing,USA,108.75,28.75,-15.32%,-17.70%,-5.89%,160.65%,-20.55%,-12.42%,7.48%,-30.89%,227.60%,30.41,11.99,-9.03%,80799
340,AIR,AAR Corp.,Industrial Goods,Aerospace/Defense Products & Services,USA,1069.4,24.83,-1.53%,-13.04%,2.78%,33.53%,-7.59%,-10.90%,12.58%,-18.74%,72.99%,28.65,31.49,-2.45%,328400
341,ESL,Esterline Technologies Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,2451.44,21.41,-3.16%,-6.12%,16.28%,10.05%,-6.15%,-2.72%,15.22%,-11.01%,86.84%,37.45,84.3,-4.04%,103100
342,HIBB,"Hibbett Sports, Inc.",Services,Sporting Goods Stores,USA,743.38,11.66,-0.44%,-15.59%,-15.09%,14.47%,-7.83%,-13.98%,-8.99%,-25.63%,20.79%,27.19,34.1,0.29%,424200
343,DEST,Destination Maternity Corporation,Services,Apparel Stores,USA,73.99,,7.94%,-24.50%,-26.90%,-17.19%,-4.75%,-19.04%,-16.85%,-48.24%,9.76%,37.85,5.3,0.95%,122720
344,CHUY,"Chuy's Holdings, Inc.",Services,Restaurants,USA,505.34,32.89,-5.45%,-14.12%,10.82%,-16.05%,-8.70%,-7.29%,-6.70%,-21.92%,14.03%,25.94,29.5,-1.01%,113500
345,DENN,Denny's Corporation,Services,Restaurants,USA,903.8,58.29,-0.08%,-3.68%,16.92%,34.57%,-3.53%,-0.73%,10.97%,-6.53%,41.22%,38.94,12.3,-0.81%,420200
346,BJRI,"BJ's Restaurants, Inc.",Services,Restaurants,USA,829.03,20.24,0.42%,-7.54%,1.89%,-14.60%,-6.26%,-6.56%,-12.08%,-25.24%,10.27%,36.15,35.55,-1.11%,283900
347,CHS,"Chico's FAS, Inc.",Services,Apparel Stores,USA,1719.9,30.96,-3.23%,-17.13%,11.24%,36.49%,-7.85%,-7.38%,9.01%,-19.88%,44.02%,33.65,13.5,-0.52%,2797000
348,VIPS,Vipshop Holdings Limited,Services,Catalog & Mail Order Houses,China,6446.83,25.99,-6.01%,-6.58%,-23.66%,-22.19%,-2.69%,-8.69%,-15.82%,-37.16%,7.15%,37.4,10.94,-1.00%,3815400
349,REIS,"Reis, Inc.",Services,Business Services,USA,210.01,43.53,1.53%,-13.13%,-1.78%,-6.98%,-7.65%,-8.69%,-11.25%,-25.35%,9.31%,38.27,19.85,0.76%,52183
350,PENN,"Penn National Gaming, Inc.",Services,Resorts & Casinos,USA,1114.15,12.76,-0.15%,-6.36%,-2.22%,-6.30%,-5.48%,-3.29%,-8.21%,-23.91%,10.98%,38.6,13.24,-0.82%,630700
351,EROS,Eros International Plc,Services,"Movie Production, Theaters",USA,658.83,,-1.29%,-18.21%,-29.28%,52.26%,-9.61%,-20.92%,-24.20%,-42.38%,104.83%,33.92,11.45,0.00%,268600
352,HCKT,"The Hackett Group, Inc.",Services,Management Services,USA,481.87,29.12,-1.52%,-3.92%,5.96%,13.48%,-3.86%,-2.09%,8.79%,-7.28%,38.11%,39.82,16.89,-1.80%,139400
353,BLMN,"Bloomin' Brands, Inc.",Services,Restaurants,USA,1826.21,31.71,-4.36%,-9.38%,-1.51%,3.18%,-7.00%,-8.66%,-7.50%,-15.46%,15.15%,31.19,16.9,-2.59%,1281700
354,TISI,"Team, Inc.",Services,Business Services,USA,970.82,135.4,-1.60%,-5.45%,9.65%,32.07%,-7.77%,-5.50%,9.44%,-14.74%,56.64%,38.03,33.85,-2.17%,123600
355,TIVO,TiVo Corporation,Services,CATV Systems,USA,2349.35,33.59,-5.53%,-8.60%,0.15%,12.80%,-4.61%,-4.84%,3.26%,-17.09%,30.48%,35.51,19.65,-2.24%,588200
356,TLRD,"Tailored Brands, Inc.",Services,Apparel Stores,USA,1045.2,,-4.54%,-21.89%,34.33%,101.02%,-13.72%,0.59%,31.84%,-25.45%,124.86%,37.71,21.44,0.37%,1152900
357,VLGEA,"Village Super Market, Inc.",Services,Grocery Stores,USA,295.2,20.66,1.54%,-3.20%,-4.17%,31.08%,-2.42%,-6.08%,3.03%,-15.93%,35.08%,38.38,30.37,-0.43%,52600
358,VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Services,Major Airlines,Mexico,1186.48,9.46,-4.37%,-7.30%,-28.22%,-17.50%,-7.25%,-11.15%,-24.54%,-37.99%,-0.66%,30.78,13.58,-1.88%,444300
359,PBPB,Potbelly Corporation,Services,Specialty Eateries,USA,327.42,45.41,-1.53%,-10.14%,-1.61%,15.35%,-5.39%,-4.71%,-2.77%,-14.28%,30.86%,39.23,12.85,-2.65%,125500
360,RCII,"Rent-A-Center, Inc.",Services,Rental & Leasing Services,USA,543.4,,-7.03%,-14.00%,13.35%,-20.40%,-11.39%,-11.56%,-17.27%,-37.03%,26.52%,32.34,10.05,-3.27%,2104500
361,MYGN,"Myriad Genetics, Inc.",Services,Research Services,USA,1084.41,11.99,-10.42%,-10.48%,-15.14%,-60.64%,-8.79%,-7.96%,-38.49%,-63.16%,-0.32%,36.29,15.81,-3.18%,1377200
